lea_id,state,district_name,esb_committed,committed,total_buses,contractor,locale,region,pct_frl,pct_poverty,income_med,pct_nonwhite_hisp,pm25,ozone,asthma18p,pod,applied_not_awarded,arp_qualified,epa2022_prioritized,epa2023_prioritized,pct_esb_fleet
4500690,SOUTH CAROLINA,Abbeville 60,8,1,33,NA,Rural,South,82,17.1,45699,31.7,8.8,62.1,10.4,0,NA,0,1,0,24
2800360,MISSISSIPPI,ABERDEEN SCHOOL DIST,4,1,NA,NA,Town,South,100,21.9,44891,38.3,9.3,57.6,10.7,1,NA,0,1,1,NA
0100002,ALABAMA,Alabama Youth Services,0,0,NA,NA,Rural,South,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700105,ILLINOIS,A-C Central CUSD 262,2,1,12,NA,Rural,Midwest,45,7.7,62722,4.2,8.3,58.8,9.2,0,NA,0,1,0,17
0100006,ALABAMA,Marshall County,0,0,112,NA,Rural,South,56,16.1,56121,20.1,8.7,60.7,10,0,NA,0,1,1,0
0100007,ALABAMA,Hoover City,0,0,189,NA,Urban,South,31,7,95406,28.6,10.2,66.6,8.4,0,NA,0,0,0,0
0100008,ALABAMA,Madison City,0,0,109,NA,Suburban,South,23,5,105335,33.8,8.5,60.2,8.9,0,NA,0,0,0,0
0100009,ALABAMA,Al Inst Deaf And Blind,0,0,NA,NA,Town,South,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100010,ALABAMA,Al Sch Of Math And Science,0,0,NA,NA,Urban,South,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100011,ALABAMA,Leeds City,0,0,26,NA,Suburban,South,54,8.5,62432,17.4,9.8,63.7,9.6,0,NA,1,0,1,0
0100012,ALABAMA,Boaz City,0,0,36,NA,Town,South,73,21.6,40732,23.3,9,60.5,9.9,0,NA,0,1,1,0
0100013,ALABAMA,Trussville City,0,0,72,NA,Suburban,South,16,3.7,108313,21.6,9.8,63.6,8.3,0,NA,0,0,0,0
0100018,ALABAMA,Alabama School of Fine Arts,0,0,NA,NA,Urban,South,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100030,ALABAMA,Alexander City,0,0,33,NA,Town,South,45,16.2,46750,30.9,9.2,58.7,10.6,0,NA,0,1,1,0
0100060,ALABAMA,Andalusia City,0,0,24,NA,Town,South,64,22.9,40516,18.6,8.6,58.1,10.4,0,NA,0,1,1,0
0100090,ALABAMA,Anniston City,0,0,31,NA,Urban,South,82,22.8,39928,44.7,9.3,60.9,10.8,1,NA,0,1,1,0
0100100,ALABAMA,Arab City,0,0,27,NA,Rural,South,46,14.2,50321,7,8.7,61.4,10.1,0,NA,1,0,0,0
0100120,ALABAMA,Athens City,0,0,30,NA,Town,South,51,13.6,52211,25.1,8.2,58.7,10,0,NA,0,0,0,0
0100176,ALABAMA,JF Ingram State Technical College,0,0,NA,NA,Suburban,South,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0
0100180,ALABAMA,Attalla City,0,0,19,NA,Suburban,South,82,12.1,46278,20.5,9.2,61,9.6,0,NA,0,1,1,0
0100185,ALABAMA,Saraland City,0,0,44,NA,Suburban,South,49,7.8,61216,24.6,9.3,58.4,9.7,0,NA,1,0,0,0
0100188,ALABAMA,Chickasaw City,0,0,11,NA,Suburban,South,78,34.2,36196,52.5,9.3,58.7,10.8,1,NA,0,1,1,0
0100189,ALABAMA,Satsuma City,0,0,18,NA,Suburban,South,47,4.8,88312,22.6,9.3,58.2,11.4,0,NA,0,0,0,0
0100190,ALABAMA,Alabaster City,0,0,129,NA,Suburban,South,50,6.7,83181,29.7,10,66,9.1,0,NA,0,0,0,0
0100194,ALABAMA,Pelham City,0,0,62,NA,Suburban,South,48,4.1,81606,24.7,10.1,66.1,8.8,0,NA,0,0,0,0
0100195,ALABAMA,Pike Road City,0,0,43,NA,Rural,South,24,5.6,109537,46,9.5,59.4,8.3,0,NA,0,0,0,0
0100197,ALABAMA,MAEF Public Charter Schools,0,0,NA,NA,Urban,South,75,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100199,ALABAMA,University Charter School,0,0,2,NA,Rural,South,54,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,0
0100201,ALABAMA,Legacy Prep,0,0,NA,NA,Urban,South,96,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
2900017,MISSOURI,ACADEMIE LAFAYETTE,8,1,16,1,Urban,Midwest,23,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,50
0100203,ALABAMA,LEAD Academy,0,0,NA,NA,Urban,South,73,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0
0100204,ALABAMA,i3 Academy,0,0,5,NA,Urban,South,65,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100207,ALABAMA,LIFE Academy,0,0,NA,NA,Urban,South,54,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100208,ALABAMA,Breakthrough Charter School,0,0,3,NA,Rural,South,46,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,0
0100210,ALABAMA,Auburn City,0,0,119,NA,Urban,South,32,25.2,54700,34.4,9.5,58.8,11.1,1,NA,1,0,0,0
0100211,ALABAMA,Magic City Acceptance Academy,0,0,4,NA,Suburban,South,37,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100212,ALABAMA,Alabama School of Cyber Technology and Engineering,0,0,NA,NA,Urban,South,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100213,ALABAMA,Alabama Aerospace and Aviation,0,0,NA,NA,Suburban,South,53,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0100240,ALABAMA,Autauga County,0,0,159,NA,Rural,South,56,13.6,62660,26.9,9.6,59.9,10.2,0,NA,0,0,0,0
0100270,ALABAMA,Baldwin County,0,0,386,NA,Rural,South,54,9.3,65543,17.4,8.6,59,9.3,0,NA,0,0,0,0
0100300,ALABAMA,Barbour County,0,0,18,NA,Rural,South,96,22.3,36864,55.4,9,58.8,11.2,1,NA,0,1,1,0
0100330,ALABAMA,Bessemer City,0,0,41,NA,Suburban,South,76,28.8,32416,61.1,10.1,67.3,11.2,1,NA,0,1,1,0
0100360,ALABAMA,Bibb County,0,0,62,NA,Town,South,67,16.9,54277,26,9.4,63.7,10.5,1,NA,0,1,1,0
2501710,MASSACHUSETTS,Acton-Boxborough,1,1,48,1,Suburban,Northeast,0,3.1,137945,35.6,6.6,55.2,8.6,0,NA,0,0,0,2
0100420,ALABAMA,Blount County,0,0,131,NA,Rural,South,59,12.8,54157,14.1,9.1,62.4,9.8,0,NA,0,1,0,0
0100450,ALABAMA,Brewton City,0,0,11,NA,Town,South,57,18.4,44528,29.1,8.9,57.8,10,0,NA,0,1,1,0
0100480,ALABAMA,Bullock County,0,0,41,NA,Town,South,76,30.9,29063,79.6,9.1,58.4,11.3,1,NA,0,1,1,0
0100510,ALABAMA,Butler County,0,0,49,NA,Rural,South,82,18.2,45236,49.1,8.8,57.9,10.8,1,NA,0,1,1,0
0100540,ALABAMA,Calhoun County,0,0,164,NA,Rural,South,67,13.9,54622,27.6,9.2,61,10.5,0,NA,0,0,1,0
0100600,ALABAMA,Chambers County,0,0,65,NA,Town,South,60,14.3,47652,45.2,9.5,59.6,10.4,1,NA,0,1,1,0
0100630,ALABAMA,Cherokee County,0,0,65,NA,Rural,South,69,15,43475,9.1,9.1,60.9,10.4,0,NA,0,1,1,0
0100660,ALABAMA,Chilton County,0,0,148,NA,Rural,South,73,15.7,56243,20.7,9.5,62,9.8,0,NA,1,1,1,0
0100690,ALABAMA,Choctaw County,0,0,49,NA,Rural,South,75,21.6,38581,43.6,8.9,56.2,10.8,0,NA,0,1,1,0
0100720,ALABAMA,Clarke County,0,0,64,NA,Rural,South,74,24.7,44496,46.7,9,56.3,10.8,0,NA,0,1,1,0
0806900,COLORADO,Adams 12 Five Star Schools,4,1,NA,NA,Suburban,West,44,8.1,87305,43.2,8.7,65.8,9.3,0,NA,0,0,0,NA
0100780,ALABAMA,Cleburne County,0,0,41,NA,Rural,South,63,14.1,48100,7.6,9.1,60.8,10,0,NA,0,1,1,0
0100810,ALABAMA,Coffee County,0,0,38,NA,Rural,South,62,15.8,58810,31.4,8.7,57.9,10.1,0,NA,0,1,0,0
0100840,ALABAMA,Colbert County,0,0,52,NA,Rural,South,47,14.5,56827,23.4,7.8,56.5,10,0,NA,0,0,1,0
0100870,ALABAMA,Conecuh County,0,0,41,NA,Rural,South,80,13,37986,49.9,8.8,57.5,10.8,0,NA,0,1,1,0
0100900,ALABAMA,Coosa County,0,0,45,NA,Rural,South,64,11.1,50013,35.9,9.3,59.5,10.4,0,NA,0,1,1,0
0100930,ALABAMA,Covington County,0,0,71,NA,Rural,South,68,16.5,50656,17.2,8.6,58.1,10.3,0,NA,0,1,1,0
0100960,ALABAMA,Crenshaw County,0,0,39,NA,Rural,South,64,13.1,43103,29.8,8.8,58.5,10.4,0,NA,0,1,1,0
0100990,ALABAMA,Cullman City,0,0,11,NA,Town,South,37,11.6,53972,9.6,8.8,61.6,9.8,0,NA,0,0,0,0
0101020,ALABAMA,Cullman County,0,0,147,NA,Rural,South,65,12.4,52304,8.9,8.8,61.7,10.1,0,NA,1,1,0,0
0101050,ALABAMA,Dale County,0,0,70,NA,Rural,South,66,15.9,49968,24.7,8.8,57.9,9.9,0,NA,0,1,1,0
0101080,ALABAMA,Daleville City,0,0,19,NA,Town,South,68,15.8,53067,32.7,8.8,58,9.6,1,NA,0,1,1,0
0101110,ALABAMA,Dallas County,0,0,83,NA,Rural,South,79,19.9,44036,72.4,9.2,58.9,12,1,NA,0,1,1,0
0101140,ALABAMA,DeKalb County,0,0,149,NA,Rural,South,69,20.1,43865,20.4,8.7,59.7,10.6,0,NA,0,1,1,0
0101170,ALABAMA,Decatur City,0,0,94,NA,Urban,South,73,15.2,52539,33.8,8.5,60.1,10,0,NA,0,0,0,0
0101200,ALABAMA,Demopolis City,0,0,8,NA,Town,South,63,21.5,40968,50,9.1,58.4,9.6,1,NA,0,1,1,0
0101230,ALABAMA,Dothan City,0,0,97,NA,Urban,South,73,18.2,49203,34,8.8,58,10.6,1,NA,1,1,1,0
0101260,ALABAMA,Elba City,0,0,7,NA,Rural,South,67,14.4,44189,26.9,8.7,58,10.4,1,NA,0,1,1,0
0101290,ALABAMA,Elmore County,0,0,171,NA,Suburban,South,60,10.4,68589,27,9.6,59.2,9.6,0,NA,1,0,0,0
0101320,ALABAMA,Enterprise City,0,0,93,NA,Town,South,50,16.1,63859,35.7,8.8,57.9,9.9,0,NA,1,0,0,0
0101350,ALABAMA,Escambia County,0,0,100,NA,Town,South,71,24.4,36866,40,8.9,57.5,10.4,0,NA,0,1,1,0
0101380,ALABAMA,Etowah County,0,0,136,NA,Suburban,South,61,10.1,54432,21.3,9.2,61,10,0,NA,0,0,0,0
0101410,ALABAMA,Eufaula City,0,0,16,NA,Town,South,66,29.7,35127,52.3,9.1,59.3,11.4,1,NA,1,1,1,0
3906190,OHIO,Adams County Ohio Valley Local,4,1,66,NA,Rural,Midwest,53,18.3,46034,4.3,8.1,58.9,11.6,0,NA,0,1,1,6
0101470,ALABAMA,Fayette County,0,0,42,NA,Rural,South,70,20.6,44936,16.2,8.7,58.8,10.4,0,NA,0,1,1,0
0101530,ALABAMA,Florence City,0,0,40,NA,Urban,South,52,20.1,40944,23.3,7.7,56.3,10,0,NA,1,1,1,0
0601710,CALIFORNIA,Adelanto Elementary,3,1,52,NA,Suburban,West,76,17.5,67836,81.6,7.1,77,9.9,0,NA,0,1,1,6
0101590,ALABAMA,Franklin County,0,0,67,NA,Rural,South,65,18.7,43362,24.2,7.8,56.8,9.9,0,NA,0,1,1,0
0101620,ALABAMA,Gadsden City,0,0,31,NA,Urban,South,79,27.2,35776,32.5,9.2,61.1,10.3,1,NA,0,1,1,0
0101640,ALABAMA,Geneva City,0,0,16,NA,Town,South,61,30.5,38125,18,8.6,57.9,10.4,0,NA,0,1,1,0
0101660,ALABAMA,Geneva County,0,0,40,NA,Rural,South,72,21.5,47349,18.5,8.6,58.1,10.2,0,NA,0,1,1,0
0101680,ALABAMA,Greene County,0,0,21,NA,Rural,South,84,39.8,28826,82.6,9,57.8,12.7,1,NA,0,1,1,0
0101690,ALABAMA,Guntersville City,0,0,22,NA,Town,South,50,18.8,53750,13.9,8.6,60.7,10.2,1,NA,0,1,1,0
0101710,ALABAMA,Hale County,0,0,42,NA,Town,South,69,24.9,32294,61.7,9.1,58.9,11.3,1,NA,0,1,1,0
0101720,ALABAMA,Haleyville City,0,0,9,NA,Rural,South,68,17,48080,10.3,8.1,57.1,10.5,0,NA,0,1,1,0
0101730,ALABAMA,Hartselle City,0,0,30,NA,Suburban,South,39,11.6,60526,10.7,8.5,61.1,9.5,0,NA,0,0,0,0
0101740,ALABAMA,Henry County,0,0,41,NA,Town,South,58,14.4,55870,30.7,8.8,57.9,10.2,0,NA,0,1,1,0
0101760,ALABAMA,Homewood City,0,0,9,NA,Suburban,South,26,7.9,89433,30.1,10.4,67.3,8.7,0,NA,0,0,0,0
0101770,ALABAMA,Houston County,0,0,105,NA,Rural,South,61,16.6,51656,27.5,8.8,58.1,10.4,0,NA,0,0,1,0
0101800,ALABAMA,Huntsville City,25,1,170,NA,Urban,South,51,14.6,61024,37.7,8.3,60.5,10.3,0,NA,0,0,0,15
0101830,ALABAMA,Jackson County,0,0,98,NA,Rural,South,64,17.1,43861,11.4,8.1,58.9,10.4,0,NA,0,1,1,0
0101860,ALABAMA,Jacksonville City,0,0,19,NA,Suburban,South,62,26.7,41920,21.4,9.2,61,11,0,NA,0,0,1,0
2500085,MASSACHUSETTS,Advanced Math and Science Academy Charter (District),2,1,NA,1,Suburban,Northeast,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
0101920,ALABAMA,Jefferson County,0,0,538,NA,Suburban,South,64,13.4,62050,45.8,10.1,66.4,9.9,0,NA,0,0,1,0
0101950,ALABAMA,Lamar County,0,0,64,NA,Rural,South,66,16.3,43324,14,8.7,57.4,10.2,0,NA,0,1,1,0
2902910,MISSOURI,AFFTON 101,1,1,17,NA,Suburban,Midwest,33,5.8,65278,14.2,8.9,64.9,9.2,0,NA,0,0,0,6
0102010,ALABAMA,Lauderdale County,0,0,109,NA,Rural,South,57,8.4,62060,12.9,7.6,56.4,9.6,0,NA,0,1,0,0
0102040,ALABAMA,Lawrence County,0,0,139,NA,Rural,South,65,15.4,51712,23.8,8.1,58.1,10.3,0,NA,0,1,1,0
0102070,ALABAMA,Lee County,0,0,188,NA,Suburban,South,62,16.2,58615,30.4,9.6,59.3,9.7,0,NA,0,0,0,0
0102100,ALABAMA,Limestone County,0,0,143,NA,Town,South,60,12.4,67195,23.6,8.1,58.8,10,0,NA,0,1,0,0
0102130,ALABAMA,Linden City,0,0,13,NA,Rural,South,83,19.2,36538,47.6,9.1,58,9.9,1,NA,0,1,1,0
0102160,ALABAMA,Lowndes County,0,0,46,NA,Rural,South,96,21.5,31961,75.2,9.1,59,12,1,NA,0,1,1,0
0102190,ALABAMA,Macon County,0,0,41,NA,Town,South,96,22.2,39303,83.5,9.4,58.3,12,1,NA,0,1,1,0
0102220,ALABAMA,Madison County,0,0,281,NA,Suburban,South,42,6.9,84116,30.8,8.2,60.2,9.5,0,NA,1,0,0,0
0102250,ALABAMA,Marengo County,0,0,38,NA,Rural,South,71,24.4,32989,55.4,9.1,57.9,10.4,1,NA,1,1,1,0
0102310,ALABAMA,Marion County,0,0,78,NA,Rural,South,68,17.6,42979,9.1,8.2,57.1,10.2,0,NA,1,1,1,0
0102350,ALABAMA,Midfield City,0,0,11,NA,Suburban,South,87,20.1,46929,94.8,10.2,68.2,11.8,0,NA,0,1,1,0
0102370,ALABAMA,Mobile County,0,0,765,NA,Urban,South,69,17.9,50687,43.8,9.2,59.4,10.1,1,NA,0,1,1,0
0102400,ALABAMA,Monroe County,0,0,66,NA,Rural,South,75,22.2,32631,46.1,8.9,56.5,11.5,0,NA,0,1,1,0
0400450,ARIZONA,Agua Fria Union High School District (4289),6,1,54,NA,Suburban,West,37,8.4,86202,56.4,7.1,65.3,10.2,0,NA,0,0,0,11
0102480,ALABAMA,Morgan County,0,0,136,NA,Rural,South,59,14.8,60970,22.8,8.5,60.6,10,0,NA,0,1,0,0
0102490,ALABAMA,Mountain Brook City,0,0,7,NA,Suburban,South,3,4,150268,12.3,10.3,66.3,7.9,0,NA,0,0,0,0
0102520,ALABAMA,Muscle Shoals City,0,0,12,NA,Urban,South,44,5.4,61772,25.5,7.8,56.4,9.9,0,NA,1,0,0,0
0102550,ALABAMA,Oneonta City,0,0,16,NA,Rural,South,53,16.4,40391,15.2,9.2,62.2,0,0,NA,0,0,0,0
0102580,ALABAMA,Opelika City,0,0,46,NA,Urban,South,69,17.2,51074,36,9.5,59,10.3,1,NA,1,1,1,0
0102610,ALABAMA,Opp City,0,0,15,NA,Rural,South,65,16.9,40372,18.6,8.6,58,10.4,0,NA,0,1,1,0
0102635,ALABAMA,Oxford City,0,0,66,NA,Urban,South,64,14,60401,30.4,9.2,60.7,10.3,0,NA,0,0,1,0
0102640,ALABAMA,Ozark City,0,0,48,NA,Town,South,66,19.2,44007,34.2,8.8,57.8,9.9,1,NA,0,1,1,0
0102650,ALABAMA,Pell City,0,0,59,NA,Town,South,62,13.7,60897,12,9.6,62,10.1,0,NA,0,0,0,0
0102670,ALABAMA,Perry County,0,0,35,NA,Rural,South,89,35.7,27057,70.6,9.1,59.3,12.2,1,NA,0,1,1,0
0102700,ALABAMA,Phenix City,0,0,88,NA,Suburban,South,77,26.4,43296,48,9.8,60.5,10.9,1,NA,0,1,1,0
0102730,ALABAMA,Pickens County,0,0,63,NA,Rural,South,74,22.7,43389,46.5,9,57.3,10.4,1,NA,0,1,1,0
0102760,ALABAMA,Piedmont City,0,0,NA,NA,Town,South,64,17.6,45471,12.2,9.1,61,10.4,0,NA,0,0,1,0
0102790,ALABAMA,Pike County,0,0,47,NA,Rural,South,75,20.1,43424,43.8,8.9,58.7,10.8,1,NA,1,1,1,0
0102820,ALABAMA,Randolph County,0,0,48,NA,Rural,South,69,17.5,49733,25.2,9.1,59.9,10.1,0,NA,0,1,1,0
0102850,ALABAMA,Roanoke City,0,0,11,NA,Town,South,59,20.6,38731,34.2,9.2,59.9,10.3,1,NA,1,1,1,0
0102880,ALABAMA,Russell County,0,0,80,NA,Rural,South,73,13,53091,53.7,9.7,60.5,11,0,NA,0,1,1,0
0102910,ALABAMA,Russellville City,0,0,29,NA,Town,South,47,16.9,43829,37.5,7.8,56.8,9.8,0,NA,0,1,1,0
0102940,ALABAMA,Scottsboro City,0,0,34,NA,Town,South,57,18.8,43672,9.2,8.2,58.9,10.3,0,NA,0,0,1,0
1903220,IOWA,Akron Westfield Comm School District,2,1,10,NA,Rural,Midwest,32,7.4,64886,7.5,6.3,61.1,8.3,0,NA,0,1,0,20
0103000,ALABAMA,Sheffield City,0,0,5,NA,Suburban,South,74,25.6,36642,27.7,7.8,56.4,10.2,0,NA,0,1,1,0
0103030,ALABAMA,Shelby County,0,0,372,NA,Suburban,South,41,8.2,79201,23.3,10,65.5,9,0,NA,1,0,0,0
0103062,ALABAMA,St Clair County,0,0,141,NA,Rural,South,57,11.8,65011,14.8,9.5,62.2,9.9,0,NA,0,1,0,0
0103090,ALABAMA,Sumter County,0,0,43,NA,Rural,South,93,31.6,27099,75.2,9.1,57.2,11.9,1,NA,0,1,1,0
0103120,ALABAMA,Sylacauga City,0,0,22,NA,Town,South,67,25.1,41864,32.1,9.4,61.3,11.1,1,NA,0,1,1,0
0103150,ALABAMA,Talladega City,0,0,22,NA,Rural,South,87,26.8,31795,50.2,9.3,61,11.3,1,NA,0,1,1,0
0103180,ALABAMA,Talladega County,0,0,129,NA,Rural,South,72,16.4,48284,36,9.4,61.2,10.7,1,NA,0,1,1,0
0103210,ALABAMA,Tallapoosa County,0,0,57,NA,Rural,South,69,17.2,53196,31.7,9.3,58.6,10.6,1,NA,0,1,1,0
0103240,ALABAMA,Tallassee City,0,0,8,NA,Rural,South,68,11,56776,22.4,9.4,58.4,9.3,0,NA,1,1,1,0
0103270,ALABAMA,Tarrant City,0,0,13,NA,Suburban,South,86,24.4,36927,67.9,10.2,66.8,11.5,1,NA,0,1,1,0
0103300,ALABAMA,Thomasville City,0,0,14,NA,Town,South,61,9.7,43310,43.1,9,56.7,10.5,0,NA,0,1,1,0
0103330,ALABAMA,Troy City,0,0,13,NA,Rural,South,64,27.3,36409,44.2,8.9,58.7,11,1,NA,0,1,1,0
0103360,ALABAMA,Tuscaloosa City,0,0,125,NA,Urban,South,59,22.7,44500,42.6,9.3,60.5,10.6,1,NA,0,1,1,0
0103390,ALABAMA,Tuscaloosa County,0,0,247,NA,Suburban,South,63,10.9,65976,37,9.3,60.7,10.2,0,NA,0,0,0,0
0601770,CALIFORNIA,Alameda Unified,27,1,NA,NA,Suburban,West,35,6.8,113339,60.2,7.7,49.9,8.3,0,NA,0,0,0,NA
0103430,ALABAMA,Vestavia Hills City,0,0,17,NA,Suburban,South,11,3.8,118539,19.7,10.3,66.6,7.9,0,NA,1,0,0,0
0103450,ALABAMA,Walker County,0,0,133,NA,Rural,South,67,17.1,44803,12.3,9,63.2,10.3,0,NA,0,1,1,0
0103480,ALABAMA,Washington County,0,0,71,NA,Rural,South,68,16.7,44512,34.9,9,56.6,10.5,0,NA,0,1,1,0
0103510,ALABAMA,Wilcox County,0,0,43,NA,Rural,South,92,27.4,36385,73.3,9,57.1,12.2,0,NA,0,1,1,0
0103540,ALABAMA,Winfield City,0,0,15,NA,Rural,South,56,19.4,56333,9.3,8.4,57.9,10.2,0,NA,0,1,1,0
0103580,ALABAMA,Winston County,0,0,71,NA,Rural,South,65,20.2,45501,6.7,8.3,58.8,10.2,0,NA,1,1,1,0
0103581,ALABAMA,Orange Beach City,0,0,NA,NA,Rural,South,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0103582,ALABAMA,Empower Community School,0,0,NA,NA,Suburban,South,64,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0103583,ALABAMA,Covenant Academy of Mobile,0,0,NA,NA,Urban,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0103584,ALABAMA,Barnabas School of Leadership,0,0,NA,NA,Urban,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
0200001,ALASKA,Lower Kuskokwim School District,0,0,9,NA,Rural,West,92,28,61758,92.6,0,0,13.7,1,NA,0,1,1,0
0200003,ALASKA,Lower Yukon School District,0,0,NA,NA,Rural,West,100,38.6,37451,97.1,0,0,14.4,1,NA,0,1,1,0
0200004,ALASKA,Yupiit School District,0,0,NA,NA,Rural,West,100,39,40000,98.5,0,0,14.3,1,NA,0,1,1,0
0200005,ALASKA,Kashunamiut School District,0,0,NA,NA,Rural,West,100,26.8,37813,96.7,0,0,14.8,1,NA,0,1,1,0
0200006,ALASKA,Mount Edgecumbe,0,0,NA,NA,Rural,West,79,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0
0200007,ALASKA,Aleutians East Borough School District,0,0,NA,NA,Rural,West,6,13.4,72258,87.2,0,0,8.2,0,NA,0,1,1,0
0200010,ALASKA,Aleutian Region School District,0,0,NA,NA,Rural,West,19,10.3,51750,77.1,0,0,7.9,0,NA,0,1,1,0
0200020,ALASKA,Bering Strait School District,0,0,NA,NA,Rural,West,97,29.8,49881,85.7,0,0,12.3,0,NA,0,1,1,0
0200030,ALASKA,Bristol Bay Borough School District,0,0,5,1,Rural,West,92,3.5,81563,58.8,0,0,10.3,0,NA,0,1,1,0
0200050,ALASKA,Alaska Gateway School District,1,1,10,1,Rural,West,92,16.9,43605,38,0,0,10.2,0,NA,0,1,1,10
0200060,ALASKA,Cordova City School District,0,0,3,1,Rural,West,72,1.7,77667,35.7,0,0,0,0,NA,1,1,1,0
0200070,ALASKA,Copper River School District,0,0,12,1,Rural,West,34,10.5,67226,42.3,0,0,10.8,0,NA,0,1,1,0
0200090,ALASKA,Craig City School District,0,0,4,NA,Rural,West,26,12,61875,43,0,0,10.7,0,NA,0,1,1,0
0200100,ALASKA,Delta/Greely School District,0,0,12,1,Rural,West,24,8.3,77230,27.9,0,0,9.7,0,NA,0,1,1,0
0200120,ALASKA,Dillingham City School District,0,0,7,1,Rural,West,100,11.1,82604,77,0,0,11,0,NA,0,1,1,0
0200130,ALASKA,Galena City School District,0,0,3,1,Suburban,West,4,16,76250,84.5,0,0,12.3,0,NA,0,1,1,0
0200150,ALASKA,Ketchikan Gateway Borough School District,0,0,17,1,Town,West,37,9.4,77820,37.5,0,0,9.7,0,NA,0,0,0,0
0200180,ALASKA,Anchorage School District,0,0,279,1,Urban,West,40,9.1,88871,43.9,0,0,9.6,0,NA,0,0,0,0
0200210,ALASKA,Juneau Borough School District,0,0,42,1,Town,West,26,7.2,90126,37.5,0,0,9.5,0,NA,0,0,0,0
0200240,ALASKA,Sitka School District,0,0,9,1,Town,West,34,6.9,82083,38.6,0,0,9.6,0,NA,0,0,0,0
0200270,ALASKA,Haines Borough School District,0,0,3,1,Rural,West,47,16.7,63355,20.3,0,0,9.5,0,NA,0,1,1,0
0200300,ALASKA,Hoonah City School District,0,0,NA,NA,Rural,West,65,8.2,64432,55.7,0,0,0,0,NA,0,1,1,0
0200330,ALASKA,Hydaburg City School District,0,0,NA,NA,Rural,West,57,26.6,45938,40.2,0,0,10.5,0,NA,0,1,1,0
0200360,ALASKA,Kake City School District,0,0,2,NA,Rural,West,93,18.7,64000,40.2,0,0,10.5,0,NA,0,1,1,0
0200390,ALASKA,Kenai Peninsula Borough School District,0,0,112,1,Rural,West,33,11.9,70609,21.3,0,0,9.5,0,NA,0,0,1,0
0200450,ALASKA,Klawock City School District,0,0,1,NA,Rural,West,100,22.6,53750,45.7,0,0,10.9,0,NA,1,1,1,0
0200480,ALASKA,Kodiak Island Borough School District,0,0,27,1,Town,West,51,7.8,83765,52.6,0,0,9.2,0,NA,0,0,0,0
0200485,ALASKA,Lake and Peninsula Borough School District,0,0,1,NA,Rural,West,80,15.7,49688,75.7,0,0,12.3,1,NA,0,1,1,0
0200510,ALASKA,Matanuska-Susitna Borough School District,0,0,194,1,Town,West,34,10.7,79300,22.3,0,0,9.8,0,NA,0,0,0,0
0200520,ALASKA,Iditarod Area School District,0,0,NA,NA,Town,West,8,28,38250,87.2,0,0,12.8,1,NA,0,1,1,0
0200525,ALASKA,Annette Island School District,0,0,3,NA,Rural,West,87,17.6,58229,93.8,0,0,12.2,0,NA,0,1,1,0
0200540,ALASKA,Nenana City School District,0,0,2,1,Rural,West,7,27.6,43750,54.8,0,0,10.6,0,NA,0,1,1,0
0200570,ALASKA,Nome Public Schools,0,0,5,1,Rural,West,97,7.3,91375,73.6,0,0,10.5,0,NA,0,0,0,0
0200600,ALASKA,Fairbanks North Star Borough School District,0,0,138,1,Urban,West,32,6.4,78321,31.6,0,0,10.1,0,NA,0,0,0,0
0200610,ALASKA,North Slope Borough School District,0,0,11,NA,Rural,West,40,8.6,83992,71.8,0,0,10.4,0,NA,0,1,1,0
0200625,ALASKA,Northwest Arctic Borough School District,0,0,1,NA,Rural,West,97,20.5,68654,89.8,0,0,12.8,1,NA,0,1,1,0
0200630,ALASKA,Pelican City School District,0,0,NA,NA,Rural,West,25,10.5,NA,55.7,0,0,0,0,NA,0,1,1,0
0200660,ALASKA,Petersburg Borough School District,0,0,3,1,Rural,West,2,4.8,71696,39.3,0,0,9.6,0,NA,0,1,1,0
0200670,ALASKA,Pribilof School District,0,0,NA,NA,Rural,West,5,25.9,65000,69.3,0,0,9.7,0,NA,0,1,1,0
