lea_id,state,district_name,esb_committed,committed,total_buses,contractor,locale,region,pct_frl,pct_poverty,income_med,pct_nonwhite_hisp,pm25,ozone,asthma18p,pod,applied_not_awarded,arp_qualified,epa2022_prioritized,epa2023_prioritized,pct_esb_fleet
1603180,IDAHO,TETON COUNTY DISTRICT,0,0,26,NA,Rural,West,27,8.1,75837,19.3,3,57,0,0,NA,0,1,1,0
1603210,IDAHO,THREE CREEK JOINT ELEMENTARY DISTRICT,0,0,NA,1,Rural,West,0,26.5,35893,29.7,3.8,53.2,10.8,0,NA,0,1,1,0
1603240,IDAHO,TWIN FALLS DISTRICT,0,0,34,1,Town,West,35,13.6,55717,23.3,4.9,52.9,10.1,0,NA,0,0,0,0
1603270,IDAHO,VALLEY DISTRICT,0,0,7,1,Rural,West,47,22.5,48819,34.5,4.9,53.3,10.5,0,NA,0,1,1,0
1603300,IDAHO,WALLACE DISTRICT,0,0,11,NA,Town,West,40,14.7,46493,9.7,8.2,53,10.9,0,NA,0,1,1,0
1603330,IDAHO,WEISER DISTRICT,0,0,22,NA,Town,West,43,13.8,42228,21.8,6,53.4,10.5,0,NA,0,0,0,0
1603360,IDAHO,WENDELL DISTRICT,0,0,12,1,Rural,West,61,20,57763,37.2,4.9,52.5,0,1,NA,0,0,0,0
1603400,IDAHO,WEST JEFFERSON DISTRICT,0,0,17,NA,Rural,West,44,7.3,59961,23.6,4.2,54.1,10.1,0,NA,0,1,1,0
1603420,IDAHO,WEST SIDE JOINT DISTRICT,0,0,13,NA,Rural,West,38,5.1,69583,8.9,5,58.3,9.8,0,NA,0,1,0,0
1603480,IDAHO,WILDER DISTRICT,0,0,1,1,Rural,West,63,10.6,59878,31.7,7.7,51.2,10.7,1,NA,0,1,0,0
1603511,IDAHO,IDAHO BUREAU OF EDUCATIONAL SERVICES FOR THE DEAF AND THE BL,0,0,NA,NA,Town,West,42,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1603512,IDAHO,GEM PREP: TWIN FALLS LLC,0,0,NA,NA,Rural,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1603513,IDAHO,KOOTENAI CLASSICAL ACADEMY INC,0,0,NA,NA,Rural,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1603514,IDAHO,PINECREST ACADEMY OF LEWISTON INC,0,0,NA,NA,Urban,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1603515,IDAHO,PROMISE ACADEMY INC,0,0,NA,NA,Rural,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
1700001,ILLINOIS,River Ridge CUSD 210,0,0,12,NA,Rural,Midwest,49,11.6,56389,5,8.8,57.3,9.1,0,NA,0,1,0,0
1700002,ILLINOIS,Casey-Westfield CUSD 4C,0,0,18,NA,Town,Midwest,47,6.6,55223,4.4,8.8,60.1,9.5,0,NA,0,0,0,0
1700003,ILLINOIS,Blue Ridge CUSD 18,0,0,11,NA,Rural,Midwest,47,7.7,65861,3.5,8.8,60.5,8.9,0,NA,0,1,0,0
1700004,ILLINOIS,Norris City-Omaha-Enfield CUSD 3,0,0,18,NA,Rural,Midwest,55,14.6,51970,3.5,8.4,59.9,9.5,0,NA,0,1,1,0
1700005,ILLINOIS,Prairie Central CUSD 8,0,0,31,NA,Rural,Midwest,43,9.5,67326,6.9,8.8,59.6,9,0,NA,0,0,0,0
1700006,ILLINOIS,IDJJ Sch Dist 428,0,0,NA,NA,Town,Midwest,79,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0
1700007,ILLINOIS,Eastland CUSD 308,0,0,16,NA,Rural,Midwest,51,10.9,67941,6.8,9,58,9.1,0,NA,0,1,0,0
1700009,ILLINOIS,Pinckneyville SD 50,0,0,NA,NA,Town,Midwest,44,17.6,48371,12.9,8.1,59.5,9.5,0,NA,0,0,0,0
1700010,ILLINOIS,Beach Park CCSD 3,0,0,NA,NA,Suburban,Midwest,59,8.8,76427,47.2,8.4,65.9,9.3,0,NA,0,0,0,0
1700014,ILLINOIS,Goreville CUD 1,0,0,NA,NA,Rural,Midwest,40,8.3,69700,6.9,8.5,59.9,9.3,0,NA,0,1,0,0
1700015,ILLINOIS,Joppa-Maple Grove UD 38,0,0,NA,NA,Rural,Midwest,76,15.9,62813,10.3,8.6,60.1,9.3,0,NA,0,1,1,0
1700023,ILLINOIS,Eastern IL Area of Spec Educ,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700024,ILLINOIS,A E R O  Spec Educ Coop,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700029,ILLINOIS,Speed SEJA #802,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700030,ILLINOIS,Proviso Area Exceptional Child,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700031,ILLINOIS,TrueNorth Educl Cooprtv 804,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700032,ILLINOIS,NW Suburban Spec Educ Org,0,0,1,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700039,ILLINOIS,Philip J Rock Center and School,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700041,ILLINOIS,Gibson City-Melvin-Sibley CUSD 5,0,0,NA,NA,Town,Midwest,44,10.3,52586,7.9,8.7,59.7,9.3,0,NA,0,0,0,0
1700044,ILLINOIS,Farmington Central CUSD 265,0,0,25,NA,Rural,Midwest,42,7.6,62926,9.3,8.4,61.3,8.9,0,NA,0,1,0,0
1700045,ILLINOIS,Gallatin CUSD 7,0,0,17,NA,Rural,Midwest,58,18.5,50104,4,8.4,59.5,9.7,0,NA,0,1,1,0
1700048,ILLINOIS,Franklin-Jefferson Co Sp Ed Dist,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700051,ILLINOIS,Iroquois Special Education,0,0,9,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700052,ILLINOIS,Tri-County Sp Ed Jnt Agreement,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700054,ILLINOIS,Mid-Valley Special Ed Coop,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700056,ILLINOIS,Kankakee Area Spec Educ Coop,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700059,ILLINOIS,Spec Educ Dist Lake County/Sedol,0,0,1,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700065,ILLINOIS,Saunemin CCSD 438,0,0,NA,NA,Rural,Midwest,50,12.6,63393,6.7,8.8,59.1,9.7,0,NA,1,1,0,0
1700069,ILLINOIS,Macon-Piatt Spec Educ Jnt Agr,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700074,ILLINOIS,Kaskaskia Spec Educ District,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700077,ILLINOIS,Marengo-Union E Cons D 165,0,0,16,NA,Town,Midwest,49,12.3,85778,15.5,9.2,60.1,8.8,0,NA,0,0,0,0
1700080,ILLINOIS,Four Rivers Spec Educ Dist,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700081,ILLINOIS,Ogle Co Education Cooperative,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700084,ILLINOIS,Black Hawk Area Sp Ed District,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700091,ILLINOIS,Tazewell-Mason Cntys Sp Ed Assoc,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0
1700092,ILLINOIS,Georgetown-Ridge Farm CUD 4,0,0,9,NA,Rural,Midwest,70,12,49931,5.4,8.6,59.4,9.4,0,NA,0,0,1,0
1700097,ILLINOIS,Lincoln-Way Area Spec Ed JA Dist,0,0,67,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700098,ILLINOIS,Dept of Human Services,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700099,ILLINOIS,ISU  Laboratory Schools,0,0,NA,NA,Suburban,Midwest,3,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700100,ILLINOIS,University of Ill Lab School,0,0,NA,NA,Urban,Midwest,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700101,ILLINOIS,Il Mathematics & Science Academy,0,0,NA,NA,Suburban,Midwest,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700102,ILLINOIS,Brussels CUSD 42,0,0,4,NA,Rural,Midwest,32,6.3,85250,2.1,8.4,64,8.9,0,NA,0,1,0,0
1700103,ILLINOIS,New Holland-Middletown ED 88,0,0,3,NA,Rural,Midwest,72,6.6,85357,16.1,8.6,59.8,9.2,0,NA,0,1,0,0
2801510,MISSISSIPPI,FORREST COUNTY AG HIGH SCHOOL,1,1,NA,NA,Rural,South,100,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,NA
1700106,ILLINOIS,Heritage CUSD 8,0,0,13,NA,Rural,Midwest,35,9.1,86648,4.1,8.5,59.5,9.2,0,NA,0,1,0,0
1700109,ILLINOIS,Ridgeview CUSD 19,0,0,13,NA,Rural,Midwest,42,13.1,64047,5.1,8.8,60,8.8,0,NA,0,1,0,0
1700110,ILLINOIS,North Chicago SD 187,0,0,NA,NA,Suburban,Midwest,92,22.4,41795,64,8.7,67.2,9.9,1,NA,0,0,1,0
1700112,ILLINOIS,Streator ESD 44,0,0,NA,NA,Town,Midwest,67,19.8,48250,13.5,9,61.1,9.5,0,NA,0,1,1,0
1700113,ILLINOIS,Illini Central CUSD 189,0,0,14,NA,Rural,Midwest,21,14.6,63724,4.3,8.5,60.3,9.3,0,NA,0,1,0,0
1700114,ILLINOIS,South Central CUD 401,0,0,24,NA,Rural,Midwest,57,12.8,56068,2.6,8.5,60.1,9.5,0,NA,0,1,1,0
1700115,ILLINOIS,Henry-Senachwine CUSD 5,0,0,13,NA,Rural,Midwest,48,15.6,56571,6,8.8,61.5,9.1,0,NA,0,1,0,0
1700116,ILLINOIS,Sangamon Area Spec Ed Dist,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700118,ILLINOIS,Williamson Co Spec Educ District,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700119,ILLINOIS,North Shore SD 112,0,0,NA,NA,Suburban,Midwest,14,4.7,136915,17.5,8.9,67.1,8,0,NA,0,0,0,0
1700120,ILLINOIS,Lostant CUSD 425,0,0,NA,NA,Rural,Midwest,35,5.4,84375,8.7,8.9,61.1,9.1,0,NA,0,1,0,0
1700122,ILLINOIS,Shiloh CUSD 1,0,0,9,NA,Rural,Midwest,50,10.7,56250,3.7,8.6,59.8,9.4,0,NA,0,1,0,0
1700123,ILLINOIS,Meridian CUSD 15,0,0,20,NA,Rural,Midwest,38,4.7,67148,8,9.1,61.2,9,0,NA,0,1,0,0
0614070,CALIFORNIA,Fort Bragg Unified,8,1,13,NA,Town,West,79,14.2,53490,28.8,5.6,44.3,10,0,NA,0,0,1,62
1700126,ILLINOIS,Midland CUSD 7,0,0,14,NA,Rural,Midwest,48,8.6,69728,7.1,8.7,61.3,9.2,0,NA,0,1,0,0
1700147,ILLINOIS,St Clair ROE Special Education,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700152,ILLINOIS,North DuPage Sp Ed Cooperative,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700153,ILLINOIS,Lewistown CUSD 97,0,0,14,NA,Rural,Midwest,55,13.9,62821,4.7,8.2,60.3,9.5,0,NA,0,1,0,0
1700162,ILLINOIS,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700164,ILLINOIS,BMP Tri County Special Ed Coop,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700165,ILLINOIS,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700166,ILLINOIS,Boone/Winnebago ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700168,ILLINOIS,Bureau/Henry/Stark ROE,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700169,ILLINOIS,Calhoun/Greene/Jersy/Macoupin ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700170,ILLINOIS,Carroll/Jo Daviess/Stephenson ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700171,ILLINOIS,Champaign/Ford ROE,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700173,ILLINOIS,Clay/Cwford/Jsper/Lwrnce/Rhland,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700174,ILLINOIS,Clintn/Jeffrsn/Marin/Washngtn ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700175,ILLINOIS,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700176,ILLINOIS,Cowden-Herrick CUSD 3A,0,0,10,NA,Rural,Midwest,63,16.7,50441,2.7,8.6,60.8,9.6,0,NA,0,1,1,0
1700177,ILLINOIS,DeWitt/Livingstn/Logan/McLean ROE,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700178,ILLINOIS,De Kalb ROE,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700179,ILLINOIS,DuPage ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700180,ILLINOIS,Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700182,ILLINOIS,Frankln/Johnsn/Massc/Willimsn ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700184,ILLINOIS,Grundy/Kendall ROE,0,0,1,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700186,ILLINOIS,Hancck/Fultn/Schuylr/McDonogh ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700188,ILLINOIS,Region 07 South Cook ISC 4,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700189,ILLINOIS,Iroquois/Kankakee ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700190,ILLINOIS,Alxndr/Jcksn/Pulsk/Prry/Union ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700191,ILLINOIS,Kane ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700192,ILLINOIS,Henderson/Knox/Mercer/Warren ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700193,ILLINOIS,Lake ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700194,ILLINOIS,La Salle/Marshall/Putnam ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700195,ILLINOIS,Lee/Ogle/Whiteside ROE,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700197,ILLINOIS,Macon/Piatt ROE,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700198,ILLINOIS,Madison ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700200,ILLINOIS,McHenry ROE,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700201,ILLINOIS,Mid-State Spec Educ Jnt Agr,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700202,ILLINOIS,Monroe/Randolph ROE,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700203,ILLINOIS,Peoria ROE,0,0,27,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700204,ILLINOIS,Rock Island ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700206,ILLINOIS,Menard/Sangamon ROE,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700207,ILLINOIS,Spec Ed Dist of McHenry Co-Sedom,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700208,ILLINOIS,Saint Clair ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700209,ILLINOIS,Mason/Tazewell/Woodford ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700211,ILLINOIS,Vermilion ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700213,ILLINOIS,Will ROE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700217,ILLINOIS,Christopher USD 99,0,0,8,NA,Town,Midwest,68,16.3,43184,6.6,8.5,60.5,9.9,0,NA,0,0,1,0
1700218,ILLINOIS,Prairie Crossing Charter School,0,0,NA,NA,Suburban,Midwest,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700220,ILLINOIS,Region 05 North Cook ISC 1,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700221,ILLINOIS,Region 06 West Cook ISC 2,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700222,ILLINOIS,Nippersink SD 2,0,0,NA,NA,Suburban,Midwest,20,3.9,98512,12.8,8.8,60.7,9.4,0,NA,0,0,0,0
1700223,ILLINOIS,Okaw Valley CUSD 302,0,0,10,NA,Rural,Midwest,47,8.9,63095,4.9,8.9,60.8,9.1,0,NA,0,1,0,0
1700225,ILLINOIS,Spec Educ Assoc of Peoria County,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700227,ILLINOIS,Bi-County Special Educ Coop,0,0,1,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700228,ILLINOIS,LaSalle Putnam Alliance,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700229,ILLINOIS,Livingston Co Spec Services Unit,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700231,ILLINOIS,West Central Regional System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700233,ILLINOIS,Five County Reg Voc System,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700234,ILLINOIS,Bond Fayette Effingham EFE 410,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700235,ILLINOIS,Career Educ Assoc of N Central IL,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700236,ILLINOIS,Eagle Ridge Vocational Del Sys,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,0
1700238,ILLINOIS,Career & Tech Educ Consortium,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700239,ILLINOIS,Ford Special Education Coop,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700242,ILLINOIS,Eastern IL EFE System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700243,ILLINOIS,Twin Rivers Career & Tech Ed Sys,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700244,ILLINOIS,Clay/Jasper/Richland/N Wayne RDS,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700245,ILLINOIS,Marion/Clinton/Wash Co CTES,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700246,ILLINOIS,Evanston Dists 65/202 Jnt Agr,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700248,ILLINOIS,Morton Regional Del Sys,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700249,ILLINOIS,Career Development System,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700250,ILLINOIS,North Suburban Educ Reg for Voc,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700252,ILLINOIS,Moraine Area Career System,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700255,ILLINOIS,Niles Twp District for Spec Educ,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700258,ILLINOIS,Kishwaukee Educ Consortium,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700261,ILLINOIS,Livingston Area Educ for Employ,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700262,ILLINOIS,Heart of IL Low Incidence  Hilia,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700263,ILLINOIS,McLean/Dewitt Reg Voc System,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700264,ILLINOIS,DuPage Area Occup Educ Sys,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700265,ILLINOIS,Ohio & Wabash Valley Reg Voc Sys,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,0
1700266,ILLINOIS,Franklin County Reg Del System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700270,ILLINOIS,Rend Lake Area Reg Del System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700271,ILLINOIS,Western Area Career System 265,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700272,ILLINOIS,West Central IL Spec Educ Coop,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700273,ILLINOIS,Delabar CTE System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700274,ILLINOIS,Jackson/Perry Co Reg Del System,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700276,ILLINOIS,Kankakee Area Reg Voc Ed System,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700277,ILLINOIS,Iroquois Area Reg Del System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700278,ILLINOIS,Valley Educ for Employ System,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700279,ILLINOIS,Northern Kane Co Reg Voc System,0,0,2,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700281,ILLINOIS,Lake County Area Voc System,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700283,ILLINOIS,Starved Rock for Voc Tech Ed,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700284,ILLINOIS,Lincolnland Reg Del System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700285,ILLINOIS,Heartland Region,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700286,ILLINOIS,Central Ill Rural Region,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700288,ILLINOIS,Madison Co Career & Tech Ed Sys,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700289,ILLINOIS,Central IL Voc Ed Coop,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700292,ILLINOIS,Okaw Regional Voc System,0,0,NA,NA,Town,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700293,ILLINOIS,Two Rivers Career Educ System,0,0,NA,NA,Rural,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,0
1700294,ILLINOIS,Peoria Educ Reg for Empl Traing,0,0,NA,NA,Urban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700295,ILLINOIS,Quad City Career and Tech Ed Cons,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
1700297,ILLINOIS,Southwestern Illinois Career & TE,0,0,NA,NA,Suburban,Midwest,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0
